CSCv2_name,CSCv2_RA,CSCv2_DEC,CSCv2_PU,CSCv2_S/N,Fs,e_Fs,Fm,e_Fm,Fh,e_Fh,Fb,e_Fb,P_intra,P_inter,Gmag,e_Gmag,BPmag,e_BPmag,RPmag,e_RPmag,Jmag,e_Jmag,Hmag,e_Hmag,Kmag,e_Kmag,W1mag,e_W1mag,W2mag,e_W2mag,W3mag,e_W3mag,Plx,e_Plx,PM,rgeo,b_rgeo,B_rgeo,P_AGN,P_CV,P_HM-STAR,P_HMXB,P_LM-STAR,P_LMXB,P_NS,P_YSO,e_P_AGN,e_P_CV,e_P_HM-STAR,e_P_HMXB,e_P_LM-STAR,e_P_LMXB,e_P_NS,e_P_YSO,Class,Class_prob,e_Class_prob,CT,CSCv2_flags,Catalog_name,True_Class,Class_ref
2CXO J095849.3+022510,149.705762,2.4197053,0.71,17.86,2.8e-14,2e-15,1.88e-14,9e-16,5.4e-14,3e-15,1e-13,3e-15,0.674,0.978,20.38,0.01,20.18,0.07,19.8,0.2,,,,,,,15.44,0.04,14.55,0.06,12.08,,,,,,,,0.99,0.01,0.0001,0.0,0.0,0.005,0.0,0.001,0.02,0.01,0.0009,0.0004,0.0003,0.008,0.0004,0.003,AGN,0.99,0.02,35.545,extent|conf,COSM J09588+0225,AGN,2010A&A...518A..10V
2CXO J095852.2+120244,149.7175198,12.0458244,0.74,4.13,4e-14,1e-14,1.7e-14,8e-15,5e-14,2e-14,1e-13,3e-14,0.149,,17.156,0.003,17.456,0.008,16.74,0.008,16.29,0.1,15.7,0.1,14.98,0.1,14.29,0.03,13.74,0.04,10.49,0.1,0.05,0.08,0.18,4819.0,3829.0,6619.0,0.96,0.03,0.0001,0.001,0.0,0.004,0.0001,0.003,0.05,0.04,0.0008,0.005,0.002,0.008,0.0009,0.007,AGN,0.96,0.05,10.801,,Q 0956+1217,AGN,2010A&A...518A..10V
2CXO J095855.2+022713,149.7302556,2.4536347,0.77,9.1,4e-16,2e-16,6e-16,2e-16,6e-15,1e-15,7e-15,1e-15,0.894,1.0,,,,,,,,,,,,,17.9,0.1,17.9,0.4,,,,,,,,,0.6,0.007,0.001,0.0001,0.0,0.1,0.2,0.05,0.2,0.01,0.004,0.0009,0.001,0.1,0.1,0.04,AGN,0.6,0.2,1.465,,COSM J09589+0227,AGN,2010A&A...518A..10V
2CXO J095856.1+024127,149.7340638,2.6909192,1.0,4.06,3e-16,1e-16,7e-16,2e-16,1e-15,4e-16,2e-15,5e-16,0.938,0.773,,,,,,,,,,,,,17.0,0.1,15.7,0.1,11.7,0.3,,,,,,,0.7,0.001,0.0,0.0,0.2,0.002,0.003,0.06,0.1,0.003,0.002,0.0006,0.1,0.006,0.006,0.07,AGN,0.7,0.1,2.033,,COSM J09589+0241,AGN,2010A&A...518A..10V
2CXO J095856.6+021047,149.7362217,2.179913,0.95,3.24,3e-16,1e-16,6e-16,2e-16,1.1e-15,5e-16,2e-15,5e-16,0.603,0.523,,,,,,,,,,,,,,,,,,,,,,,,,0.7,0.0,0.03,0.0,0.001,0.16,0.06,0.005,0.1,0.01,0.03,0.0,0.005,0.1,0.05,0.01,AGN,0.7,0.1,2.642,,COSM J09589+0210,AGN,2010A&A...518A..10V
2CXO J095857.2+022158,149.7387497,2.3662519,0.73,9.37,4.3e-15,6e-16,3.8e-15,4e-16,1.1e-14,1e-15,1.9e-14,2e-15,0.927,0.999,,,,,,,,,,,,,17.5,0.2,16.1,0.2,12.52,,,,,,,,0.998,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.004,0.002,0.0,0.0,0.002,0.002,0.001,0.002,AGN,0.998,0.004,161.652,extent,COSM J09589+0221,AGN,2010A&A...518A..10V
2CXO J095900.2+022811,149.7508952,2.4697497,0.75,8.57,4.7e-15,6e-16,2.8e-15,3e-16,6e-15,1e-15,1.3e-14,1e-15,0.933,0.998,,,,,,,,,,,,,,,,,,,,,,,,,0.35,0.001,0.0,0.0,0.004,0.3,0.4,0.0,0.1,0.003,0.002,0.0,0.008,0.1,0.1,0.002,NS,0.4,0.1,0.212,,COSM J09590+0228,AGN,2010A&A...518A..10V
2CXO J095901.2+024418,149.7553526,2.7385147,0.82,4.37,4e-16,2e-16,1.2e-15,3e-16,2.6e-15,8e-16,4.2e-15,9e-16,0.627,0.738,,,,,,,,,,,,,,,,,,,,,,,,,0.7,0.002,0.02,0.0,0.0,0.09,0.2,0.005,0.1,0.007,0.02,0.0,0.003,0.1,0.1,0.01,AGN,0.7,0.1,2.164,,COSM J09590+0244,AGN,2010A&A...518A..10V
2CXO J095902.7+021906,149.7614843,2.318334,0.71,39.49,7.9e-14,3e-15,5.7e-14,2e-15,1.96e-13,7e-15,3.32e-13,8e-15,0.836,1.0,18.92,0.01,18.9,0.08,18.0,0.04,17.3,0.3,16.4,0.2,15.3,0.2,14.05,0.03,13.16,0.03,10.43,0.08,-0.4,0.4,0.389,2192.0,1587.0,3108.0,0.99,0.0,0.0,0.0,0.0,0.001,0.0,0.003,0.01,0.003,0.0,0.001,0.0003,0.004,0.0,0.009,AGN,0.99,0.01,49.169,extent,SDSS J09590+0219,AGN,2010A&A...518A..10V
2CXO J095903.2+022002,149.7634392,2.3340922,0.86,4.61,5e-15,2e-15,3e-16,1e-16,4e-15,1e-15,1e-14,2e-15,0.223,,,,,,,,,,,,,,17.0,0.1,16.3,0.2,12.53,,,,,,,,0.92,0.005,0.0001,0.0,0.02,0.01,0.04,0.005,0.06,0.009,0.001,0.003,0.02,0.02,0.04,0.009,AGN,0.92,0.06,8.637,,SDSS J09590+0220,AGN,2010A&A...518A..10V
2CXO J095908.3+024309,149.7846056,2.7192954,0.71,23.69,4.2e-14,2e-15,2.7e-14,1e-15,9.5e-14,4e-15,1.65e-13,5e-15,0.792,1.0,18.448,0.009,18.73,0.04,18.03,0.03,,,,,,,15.15,0.04,13.94,0.04,11.1,0.1,-0.1,0.2,0.093,4067.0,2846.0,6582.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0006,0.0006,0.0,0.0,0.0,0.0,0.0,0.0,AGN,1.0,0.0006,791.696,extent,SDSS J09591+0243,AGN,2010A&A...518A..10V
2CXO J095908.5+023316,149.7856196,2.5546794,0.78,6.78,2e-15,4e-16,2.1e-15,3e-16,4.7e-15,1e-15,9e-15,1e-15,0.928,0.678,,,,,,,,,,,,,17.4,0.08,16.7,0.2,,,,,,,,,0.99,0.0,0.0,0.0,0.002,0.001,0.002,0.0,0.02,0.002,0.0004,0.0,0.008,0.004,0.007,0.003,AGN,0.99,0.02,41.573,conf,COSM J09591+0233,AGN,2010A&A...518A..10V
2CXO J095910.6+020423,149.7944197,2.0731081,0.86,4.38,1.2e-15,3e-16,4e-16,1e-16,2.9e-15,8e-16,4.5e-15,9e-16,0.312,0.191,,,,,,,,,,,,,,,,,,,,,,,,,0.4,0.001,0.0,0.0,0.0,0.3,0.4,0.003,0.1,0.005,0.01,0.0,0.01,0.2,0.2,0.006,AGN,0.4,0.1,0.021,,COSM J09591+0204,AGN,2010A&A...518A..10V
2CXO J095911.0+023333,149.7962316,2.5593021,0.91,4.49,9e-16,3e-16,6e-16,2e-16,3.1e-15,8e-16,4.6e-15,9e-16,0.616,0.626,,,,,,,,,,,,,,,,,,,,,,,,,0.7,0.001,0.001,0.0,0.001,0.13,0.2,0.001,0.1,0.007,0.003,0.0,0.005,0.09,0.1,0.005,AGN,0.7,0.1,1.506,extent|conf,COSM J09591+0233,AGN,2010A&A...518A..10V
2CXO J095915.0+014926,149.8128908,1.8239005,0.83,3.58,4e-16,2e-16,8e-16,2e-16,2.4e-15,8e-16,3.7e-15,8e-16,0.953,0.416,,,,,,,,,,,,,16.7,0.1,16.8,0.4,12.21,,,,,,,,0.93,0.001,0.0,0.0,0.01,0.02,0.04,0.01,0.09,0.004,0.003,0.002,0.04,0.03,0.05,0.02,AGN,0.93,0.09,6.486,,COSM J09592+0149,AGN,2010A&A...518A..10V
2CXO J095915.4+020058,149.8142474,2.0163574,0.74,8.57,4.9e-15,6e-16,3.2e-15,4e-16,9e-15,1e-15,1.8e-14,2e-15,0.832,0.936,,,,,,,,,,,,,18.0,0.1,17.7,0.3,,,,,,,,,0.8,0.002,0.0,0.0,0.0,0.05,0.1,0.0,0.2,0.006,0.001,0.0,0.001,0.06,0.1,0.001,AGN,0.8,0.2,2.401,,COSM J09592+0200,AGN,2010A&A...518A..10V
2CXO J095917.4+020522,149.8227108,2.0896509,0.8,5.78,2e-15,4e-16,1e-15,2e-16,5e-15,9e-16,8e-15,1e-15,0.938,0.915,,,,,,,,,,,,,17.7,0.2,16.6,0.3,12.39,,,,,,,,0.99,0.001,0.0,0.0,0.001,0.0,0.0,0.001,0.03,0.003,0.0003,0.0,0.003,0.01,0.02,0.003,AGN,0.99,0.03,21.882,,COSM J09592+0205,AGN,2010A&A...518A..10V
2CXO J095918.6+020951,149.8279124,2.1642227,0.71,27.85,5.4e-14,2e-15,3.8e-14,1e-15,1.36e-13,5e-15,2.28e-13,5e-15,0.909,1.0,20.32,0.02,20.33,0.1,19.54,0.08,,,,,,,15.34,0.04,14.04,0.05,11.1,0.1,,,,,,,0.999,0.0,0.0,0.0,0.0,0.001,0.0,0.0,0.003,0.002,0.0003,0.0,0.0003,0.002,0.0,0.0,AGN,0.999,0.003,190.506,extent,SDSS J09593+0209,AGN,2010A&A...518A..10V
2CXO J095920.9+020031,149.8371313,2.0088407,0.74,7.66,3.7e-15,5e-16,2.2e-15,3e-16,7e-15,1e-15,1.3e-14,1e-15,0.947,0.694,20.8,0.02,20.9,0.1,20.1,0.3,,,,,,,17.5,0.2,16.0,0.2,12.68,,,,,,,,0.98,0.004,0.0,0.0,0.0,0.01,0.0,0.001,0.02,0.009,0.0006,0.0,0.0006,0.02,0.0004,0.004,AGN,0.98,0.02,26.087,,SDSS J09593+0200,AGN,2010A&A...518A..10V
2CXO J095921.2+024030,149.8386598,2.6750694,0.72,17.01,2.8e-14,2e-15,1.48e-14,8e-16,4.1e-14,2e-15,8.4e-14,3e-15,0.987,0.685,20.45,0.02,19.64,0.09,18.2,0.07,15.67,,15.8,0.1,15.1,0.2,14.34,0.04,13.82,0.04,,,,,,,,,0.49,0.09,0.002,0.002,0.002,0.33,0.001,0.09,0.07,0.04,0.005,0.005,0.004,0.08,0.004,0.04,AGN,0.49,0.07,1.047,extent,SDSS J09593+0240,AGN,2010A&A...518A..10V
2CXO J095921.2+024412,149.8387291,2.7368091,0.79,6.07,1.8e-15,4e-16,1.5e-15,2e-16,3.9e-15,8e-16,7.2e-15,9e-16,0.863,0.531,20.79,0.01,21.4,0.1,19.7,0.1,,,,,,,15.72,0.05,15.08,0.09,11.9,0.3,0.0,2.0,1.165,1067.0,547.0,1589.0,0.98,0.002,0.0,0.0,0.01,0.01,0.0,0.004,0.03,0.006,0.002,0.001,0.02,0.01,0.002,0.009,AGN,0.98,0.03,18.303,,COSM J09593+0244,AGN,2010A&A...518A..10V
2CXO J095922.1+013618,149.8421689,1.6051827,0.73,10.42,6.8e-15,1e-15,7e-15,8e-16,2.4e-14,3e-15,3.8e-14,3e-15,0.944,0.215,,,,,,,,,,,,,17.0,0.1,16.2,0.2,11.94,,,,,,,,0.99,0.002,0.0,0.0,0.0,0.01,0.003,0.001,0.03,0.006,0.0006,0.0,0.002,0.02,0.008,0.004,AGN,0.99,0.03,20.261,,COSM J09593+0136,AGN,2010A&A...518A..10V
2CXO J095923.5+022226,149.8481256,2.3741572,0.8,4.19,1.2e-15,3e-16,7e-16,2e-16,2.2e-15,7e-16,4.1e-15,7e-16,0.973,0.062,20.39,0.01,21.0,0.1,20.0,0.2,,,,,,,18.0,0.1,17.2,0.2,,,0.8,0.9,0.739,907.0,593.0,1539.0,0.8,0.1,0.001,0.0,0.004,0.1,0.0,0.02,0.2,0.1,0.004,0.001,0.008,0.1,0.002,0.02,AGN,0.8,0.2,2.137,,COSM J09593+0222,AGN,2010A&A...518A..10V
2CXO J095928.3+021950,149.8680293,2.3306559,0.74,7.6,5e-15,6e-16,3.1e-15,3e-16,5.6e-15,1e-15,1.4e-14,1e-15,0.941,0.997,20.49,0.02,21.0,0.3,20.1,0.1,,,,,,,16.53,0.08,15.5,0.1,12.4,0.4,,,,,,,0.99,0.001,0.0001,0.0,0.0,0.001,0.0001,0.001,0.01,0.004,0.0008,0.0003,0.01,0.004,0.0007,0.003,AGN,0.99,0.01,40.451,extent,SDSS J09594+0219,AGN,2010A&A...518A..10V
2CXO J095928.7+021738,149.8696827,2.2939345,0.76,5.51,7e-16,2e-16,1.6e-15,3e-16,9e-15,1e-15,1.1e-14,1e-15,0.852,0.399,,,,,,,,,,,,,17.25,0.07,16.9,0.2,,,,,,,,,0.96,0.002,0.0,0.0,0.0,0.01,0.02,0.003,0.05,0.004,0.002,0.0006,0.001,0.02,0.03,0.006,AGN,0.96,0.05,11.551,,XMM J09594+0217,AGN,2010A&A...518A..10V
2CXO J095929.8+633359,149.8745545,63.5666405,0.78,2.97,2.4e-14,9e-15,8e-18,6e-18,8e-18,6e-18,2.4e-14,9e-15,,,16.474,0.003,16.86,0.008,15.875,0.006,15.32,0.06,14.93,0.1,14.32,0.08,13.37,0.02,12.39,0.02,9.29,0.03,-0.0,0.05,0.044,9832.0,7571.0,13309.0,0.8,0.08,0.0,0.004,0.02,0.005,0.001,0.1,0.2,0.04,0.01,0.006,0.04,0.008,0.004,0.1,AGN,0.8,0.2,3.015,,SDSS J09594+6333,AGN,2010A&A...518A..10V
2CXO J095931.0+021332,149.8792003,2.2256721,0.78,3.94,5e-16,1e-16,9e-16,2e-16,2.5e-15,8e-16,3.8e-15,9e-16,0.909,0.451,,,,,,,,,,,,,,,,,,,,,,,,,0.7,0.01,0.01,0.0,0.003,0.17,0.11,0.0,0.1,0.01,0.01,0.0,0.006,0.08,0.09,0.01,AGN,0.7,0.1,2.746,,XMM J09595+0213,AGN,2010A&A...518A..10V
2CXO J095933.7+024056,149.8904801,2.6823999,0.75,7.48,8e-16,2e-16,1.7e-15,3e-16,4.2e-15,1e-15,7e-15,1e-15,0.912,1.0,,,,,,,,,,,,,16.7,0.09,15.9,0.2,12.02,,,,,,,,0.99,0.0,0.0,0.0,0.0,0.002,0.002,0.0,0.03,0.002,0.0004,0.0003,0.02,0.007,0.007,0.01,AGN,0.99,0.03,18.625,conf,COSM J09595+0240,AGN,2010A&A...518A..10V
2CXO J095934.7+021027,149.8948055,2.1743917,0.77,6.19,1.1e-15,4e-16,1.8e-15,3e-16,4e-15,1e-15,7e-15,1e-15,0.694,1.0,,,,,,,,,,,,,17.3,0.2,16.5,0.3,12.36,,,,,,,,0.98,0.0,0.0,0.0,0.0,0.01,0.01,0.002,0.05,0.002,0.002,0.0,0.02,0.02,0.02,0.008,AGN,0.98,0.05,14.065,,COSM J09595+0210,AGN,2010A&A...518A..10V
2CXO J095935.5+020537,149.897995,2.0938611,0.75,6.83,4.3e-15,6e-16,2.5e-15,3e-16,7e-15,1e-15,1.4e-14,1e-15,0.749,0.858,,,,,,,,,,,,,18.2,0.1,16.8,0.1,,,,,,,,,1.0,0.001,0.0001,0.0,0.0,0.01,0.0,0.0,0.1,0.003,0.0008,0.0,0.003,0.03,0.1,0.001,AGN,1.0,0.1,3.994,extent|conf,COSM J09595+0205,AGN,2010A&A...518A..10V
2CXO J095935.6+024839,149.8986167,2.8109549,0.91,5.03,2.9e-15,6e-16,1.1e-15,2e-16,2.7e-15,9e-16,7e-15,1e-15,0.931,0.619,20.44,0.01,20.8,0.1,20.0,0.2,,,,,,,17.0,0.1,16.2,0.2,12.05,,,,,,,,0.92,0.03,0.001,0.0,0.01,0.03,0.001,0.006,0.1,0.05,0.003,0.0007,0.01,0.05,0.003,0.01,AGN,0.92,0.1,6.106,,SDSS J09595+0248,AGN,2010A&A...518A..10V
2CXO J095938.2+020450,149.9095138,2.0806063,0.78,6.41,1.7e-15,3e-16,1.5e-15,2e-16,3.5e-15,9e-16,7e-15,1e-15,0.758,0.998,20.71,0.02,20.8,0.2,20.1,0.2,,,,,,,17.11,0.06,16.0,0.06,,,,,,,,,0.98,0.005,0.0,0.0,0.002,0.01,0.0,0.003,0.03,0.009,0.001,0.0004,0.007,0.02,0.001,0.008,AGN,0.98,0.03,21.794,conf,COSM J09596+0204,AGN,2010A&A...518A..10V
2CXO J095938.9+021200,149.9123869,2.2002158,0.73,8.89,6.1e-15,7e-16,2.5e-15,3e-16,5.1e-15,1e-15,1.4e-14,1e-15,0.718,1.0,20.69,0.02,20.8,0.1,19.9,0.2,,,,,,,15.71,0.04,14.75,0.03,,,,,,,,,0.96,0.01,0.0,0.0,0.003,0.02,0.0,0.003,0.03,0.02,0.001,0.0,0.008,0.02,0.002,0.006,AGN,0.96,0.03,19.385,,SDSS J09596+0212,AGN,2010A&A...518A..10V
2CXO J095942.0+024103,149.9253455,2.6843761,0.9,3.16,6e-16,3e-16,4e-16,2e-16,2.2e-15,6e-16,3.2e-15,7e-16,,0.762,20.58,0.02,20.5,0.2,20.1,0.2,,,,,,,17.4,0.2,16.1,0.2,12.48,,,,,,,,0.94,0.03,0.001,0.001,0.003,0.01,0.006,0.01,0.05,0.02,0.002,0.003,0.008,0.01,0.009,0.02,AGN,0.94,0.05,12.873,,SDSS J09597+0241,AGN,2010A&A...518A..10V
2CXO J095944.6+022626,149.9358928,2.4406044,0.73,5.88,3e-16,1e-16,1.7e-15,3e-16,1.2e-14,2e-15,1.4e-14,2e-15,0.77,0.655,,,,,,,,,,,,,17.3,0.2,16.3,0.2,12.43,,,,,,,,0.97,0.001,0.001,0.0001,0.0,0.01,0.01,0.01,0.03,0.004,0.003,0.001,0.0005,0.02,0.01,0.02,AGN,0.97,0.03,20.76,,COSM J09597+0226,AGN,2010A&A...518A..10V
2CXO J095946.0+024743,149.941729,2.7954424,0.74,14.34,1.5e-14,1e-15,9.9e-15,7e-16,2.4e-14,2e-15,4.8e-14,3e-15,0.654,0.999,18.749,0.006,18.81,0.08,18.5,0.09,,,,,,,14.81,0.03,13.58,0.04,10.7,0.1,0.1,0.3,0.476,2162.0,1639.0,3125.0,0.999,0.001,0.0,0.0,0.0001,0.0,0.0,0.0,0.004,0.003,0.0003,0.0,0.0008,0.0006,0.0,0.0005,AGN,0.999,0.004,138.086,extent,SDSS J09597+0247,AGN,2010A&A...518A..10V
2CXO J095946.9+022209,149.9455683,2.3692918,0.73,10.4,4.2e-15,5e-16,4.5e-15,4e-16,9e-15,1e-15,1.8e-14,1e-15,0.892,1.0,20.8,0.02,21.0,0.3,20.4,0.3,,,,,,,16.4,0.05,15.72,0.06,,,,,,,,,0.96,0.01,0.0,0.0,0.001,0.02,0.0,0.004,0.04,0.02,0.002,0.0003,0.003,0.03,0.001,0.007,AGN,0.96,0.04,13.388,extent,COSM J09597+0222,AGN,2010A&A...518A..10V
2CXO J095955.1+015737,149.9799554,1.9603824,0.92,2.67,1.1e-15,6e-16,5e-16,2e-16,2.8e-15,9e-16,4e-15,1e-15,0.702,0.632,,,,,,,,,,,,,17.3,0.2,16.59,,12.26,,,,,,,,0.8,0.002,0.0,0.0,0.01,0.05,0.2,0.003,0.1,0.005,0.003,0.0003,0.02,0.05,0.1,0.007,AGN,0.8,0.1,2.629,,COSM J09599+0157,AGN,2010A&A...518A..10V
2CXO J095957.2+015556,149.9887465,1.9324308,0.95,3.64,5e-16,2e-16,4e-16,1e-16,2.4e-15,8e-16,3.4e-15,8e-16,0.418,0.152,,,,,,,,,,,,,18.2,0.1,17.4,0.2,,,,,,,,,0.9,0.001,0.0,0.0,0.0,0.04,0.05,0.0,0.1,0.004,0.004,0.002,0.01,0.06,0.09,0.01,AGN,0.9,0.1,3.926,,COSM J09599+0155,AGN,2010A&A...518A..10V
2CXO J095958.1+024057,149.992387,2.6825376,0.97,3.03,5e-16,2e-16,5e-16,2e-16,1.7e-15,6e-16,2.7e-15,6e-16,0.868,0.313,,,,,,,,,,,,,,,,,,,,,,,,,0.7,0.01,0.002,0.0,0.0,0.2,0.03,0.002,0.1,0.02,0.008,0.0,0.02,0.1,0.05,0.006,AGN,0.7,0.1,2.26,,COSM J09599+0240,AGN,2010A&A...518A..10V
2CXO J095958.4+022238,149.9934348,2.3772544,0.74,8.59,1.5e-16,6e-17,1e-15,2e-16,3e-14,2e-15,3.1e-14,2e-15,0.788,0.915,,,,,,,,,,,,,17.5,0.2,15.9,0.2,11.92,,,,,,,,0.84,0.01,0.001,0.004,0.0,0.02,0.06,0.06,0.05,0.01,0.002,0.007,0.0003,0.02,0.03,0.03,AGN,0.84,0.05,9.418,,COSM J09599+0222,AGN,2010A&A...518A..10V
2CXO J100001.0+022321,150.0042362,2.3892326,0.78,5.47,2.1e-15,4e-16,1.5e-15,3e-16,2.6e-15,8e-16,6.2e-15,9e-16,0.857,0.408,,,,,,,,,,,,,,,,,,,,,,,,,0.1,0.01,0.004,0.0,0.01,0.7,0.1,0.001,0.1,0.03,0.01,0.0,0.01,0.2,0.1,0.002,LMXB,0.7,0.2,1.883,,COSM J10000+0223,AGN,2010A&A...518A..10V
2CXO J100007.3+024043,150.0305355,2.678692,0.75,5.47,1.1e-15,4e-16,1.6e-15,3e-16,2e-15,5e-16,4.8e-15,7e-16,0.731,0.996,,,,,,,,,,,,,16.95,0.05,16.04,0.07,,,,,,,,,0.97,0.001,0.0,0.0,0.02,0.004,0.01,0.003,0.04,0.003,0.002,0.0003,0.03,0.01,0.01,0.008,AGN,0.97,0.04,13.391,,COSM J10001+0240,AGN,2010A&A...518A..10V
2CXO J100010.1+023745,150.0424373,2.6291858,0.84,3.39,9e-16,3e-16,2.5e-15,4e-16,1e-14,1e-15,1.3e-14,2e-15,0.987,0.791,20.78,0.01,21.0,0.2,20.0,0.2,,,,,,,15.52,0.04,14.21,0.05,11.3,0.2,,,,,,,0.99,0.0,0.0,0.0001,0.002,0.005,0.0001,0.003,0.02,0.002,0.0004,0.0008,0.006,0.009,0.0008,0.006,AGN,0.99,0.02,41.199,extent|conf,SDSS J10001+0237,AGN,2010A&A...518A..10V
2CXO J100011.1+020629,150.0465186,2.1080843,0.75,6.52,2.2e-15,4e-16,1.8e-15,3e-16,8e-15,1e-15,1.2e-14,2e-15,0.537,0.325,,,,,,,,,,,,,16.32,0.07,16.1,0.2,12.06,,,,,,,,0.96,0.001,0.001,0.0,0.0,0.01,0.03,0.001,0.06,0.004,0.003,0.0,0.002,0.02,0.04,0.003,AGN,0.96,0.06,8.928,,COSM J10001+0206,AGN,2010A&A...518A..10V
2CXO J100011.6+021919,150.0486439,2.3220277,0.81,4.67,1.8e-15,4e-16,5e-16,1e-16,2.3e-15,7e-16,4.6e-15,8e-16,0.489,0.165,,,,,,,,,,,,,16.65,0.04,16.7,0.2,,,,,,,,,0.8,0.003,0.001,0.0,0.03,0.04,0.1,0.004,0.1,0.007,0.002,0.0006,0.04,0.05,0.09,0.008,AGN,0.8,0.1,3.319,,COSM J10001+0219,AGN,2010A&A...518A..10V
2CXO J100012.9+023522,150.0537662,2.5896471,0.72,16.12,2.6e-14,2e-15,1.36e-14,8e-16,2.4e-14,2e-15,6.4e-14,3e-15,0.872,1.0,18.694,0.008,18.86,0.04,18.19,0.03,,,,,,,14.09,0.03,13.14,0.03,10.6,0.1,0.1,0.3,0.267,3107.0,2128.0,4112.0,0.999,0.0,0.0,0.0,0.001,0.0001,0.0001,0.0,0.004,0.002,0.0,0.0,0.003,0.0009,0.0009,0.001,AGN,0.999,0.004,139.894,extent,SDSS J10002+0235,AGN,2010A&A...518A..10V
2CXO J100013.5+013738,150.0564749,1.627434,0.8,5.52,1.2e-15,3e-16,1.1e-15,2e-16,3.4e-15,7e-16,5.6e-15,8e-16,0.897,0.229,20.69,0.02,20.4,0.2,20.0,0.1,,,,,,,16.15,0.06,15.0,0.08,11.9,0.3,,,,,,,0.99,0.001,0.0,0.0,0.003,0.0,0.0,0.001,0.01,0.004,0.0003,0.0,0.009,0.002,0.0005,0.005,AGN,0.99,0.01,48.582,,SDSS J10002+0137,AGN,2010A&A...518A..10V
2CXO J100013.6+013034,150.0570763,1.5096456,0.71,13.68,9e-15,2e-15,7.3e-15,8e-16,2.6e-14,3e-15,4.2e-14,3e-15,0.88,1.0,20.23,0.02,20.1,0.2,19.8,0.2,,,,,,,,,,,,,-2.0,1.0,0.473,1859.0,1163.0,2783.0,0.2,0.3,0.001,0.0,0.0,0.5,0.0,0.02,0.1,0.1,0.004,0.0,0.0006,0.2,0.002,0.02,LMXB,0.5,0.2,0.652,,SDSS J10002+0130,AGN,2010A&A...518A..10V
2CXO J100013.7+021221,150.0571865,2.2058881,0.86,3.35,7e-16,3e-16,3e-16,1e-16,2.9e-15,8e-16,3.9e-15,9e-16,0.441,0.784,20.4,0.01,19.67,0.06,18.23,0.03,,,,,,,15.42,0.04,15.03,0.08,11.5,0.2,,,,,,,0.92,0.03,0.003,0.002,0.01,0.01,0.003,0.03,0.06,0.02,0.007,0.005,0.01,0.01,0.006,0.03,AGN,0.92,0.06,9.272,,COSM J10002+0212,AGN,2010A&A...518A..10V
2CXO J100014.0+022838,150.0586886,2.4774086,0.76,7.59,1.7e-15,3e-16,2e-15,3e-16,7e-15,1e-15,1.1e-14,1e-15,0.791,0.998,20.61,0.01,20.56,0.1,20.2,0.1,,,,,,,15.86,0.06,14.64,0.06,12.0,0.3,-4.0,2.0,2.973,2513.0,1675.0,3899.0,0.997,0.001,0.0,0.0,0.001,0.001,0.0,0.0,0.008,0.003,0.0006,0.0,0.005,0.003,0.0005,0.002,AGN,0.997,0.008,77.333,,SDSS J10002+0228,AGN,2010A&A...518A..10V
2CXO J100014.1+021311,150.059162,2.2198227,0.82,4.55,4e-16,1e-16,9e-16,2e-16,1.6e-15,5e-16,2.9e-15,6e-16,0.827,0.478,,,,,,,,,,,,,16.39,0.07,16.0,0.2,12.57,,,,,,,,0.9,0.002,0.001,0.0,0.03,0.01,0.03,0.03,0.1,0.005,0.004,0.001,0.05,0.02,0.04,0.04,AGN,0.9,0.1,5.68,,COSM J10002+0213,AGN,2010A&A...518A..10V
2CXO J100015.4+021944,150.0644298,2.3290446,0.91,3.29,3e-16,1e-16,7e-16,2e-16,1.6e-15,5e-16,2.7e-15,6e-16,0.958,0.669,,,,,,,,,,,,,17.71,0.09,16.34,0.09,,,,,,,,,0.97,0.0,0.0,0.0001,0.02,0.002,0.003,0.01,0.07,0.003,0.0006,0.0008,0.04,0.007,0.01,0.02,AGN,0.97,0.07,8.533,,COSM J10002+0219,AGN,2010A&A...518A..10V
2CXO J100016.2+015104,150.0679006,1.8512729,0.72,11.13,9.3e-15,8e-16,6.3e-15,5e-16,1.7e-14,2e-15,3.3e-14,2e-15,0.767,0.187,,,,,,,,,,,,,16.24,0.07,15.2,0.09,12.2,0.4,,,,,,,0.99,0.0,0.0,0.0,0.0,0.0,0.0001,0.001,0.02,0.0004,0.0,0.0,0.02,0.0004,0.0007,0.004,AGN,0.99,0.02,30.685,extent|conf,COSM J10002+0151,AGN,2010A&A...518A..10V
2CXO J100017.5+020012,150.0730287,2.0035085,0.75,10.06,3.7e-15,5e-16,3.7e-15,4e-16,1.4e-14,2e-15,2.2e-14,2e-15,0.875,1.0,,,,,,,,,,,,,16.9,0.1,16.8,0.4,12.56,,,,,,,,0.9,0.001,0.0,0.0,0.0,0.1,0.01,0.002,0.1,0.004,0.0004,0.0,0.004,0.1,0.02,0.004,AGN,0.9,0.1,3.036,extent|conf,COSM J10002+0200,AGN,2010A&A...518A..10V
